index,family_1,trohpic level in our work,,,kingdom,phylum,order,family,genus,species,name,,level,diet,diet1,sealifebase_level,Paraphyletic group 0,Paraphyletic group 1,Functional group 0,Functional group 1,Functional group 2,Functional group 3,size 0,size 1,feedingtype 0,feedingtype 1,feedingtype 2,feedingtype 3,feedingtype 4,feedingtype 5,feedingtype 6,feedingtype 7,feedingtype 8,size 2,size 3,size 4,size 5,size 6,size 7,size 8,size 9,size 10,size 11,size 12,size 13,size 14,size 15,size 16,size 17,size 18,size 19,size 20
790,Ulotrichaceae,1,2,0,Animalia,Annelida,Terebellida,Trichobranchidae,Trichobranchus,Trichobranchus roseus,Trichobranchus roseus,,2,detritivore (based on Polychaeta),,3.26,,,benthos > macrobenthos,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,Tritoniidae,2,2,0,Animalia,Arthropoda,Amphipoda,Unciolidae,Unciola,Unciola crenatipalma,Unciola crenatipalma,,2,omnivore (based on Malacostraca),,,,,benthos > macrobenthos,,,,10,7,,,,,,,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,
792,Polymastiidae,2,2,0,Animalia,Annelida,Phyllodocida,Nereididae,,,Nereididae,,2,detritivore (based on Polychaeta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,Triviidae,3,2,0,Animalia,Mollusca,Venerida,Veneridae,Venerupis,Venerupis corrugata,Venerupis corrugata,,2,suspension feeder (based on Veneridae),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,Verneuilinidae,2,2,0,Animalia,Annelida,Phyllodocida,Sigalionidae,Sthenelais,Sthenelais boa,Sthenelais boa,,2,detritivore (based on Polychaeta),,,,,benthos,plankton > zooplankton,,,200,10,,,,,,,,,,100,,,,,,,,,,,,,,,,,,
795,Alepocephalidae,4,2,0,Animalia,Arthropoda,Amphipoda,Cheirocratidae,Cheirocratus,,Cheirocratus,,2,omnivore (based on Malacostraca),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,Bolivinellidae,2,#N/A,#N/A,Chromista,Ciliophora,Oligotrichida,Tontoniidae,Laboea,Laboea strobila,Laboea strobila,色藻界,1,,,,,,mixoplankton > General Non-Constitutive Mixoplankton,,,,<0.2 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,Cruoriaceae,1,3,1,Animalia,Chaetognatha,Aphragmophora,Sagittidae,Sagitta,,Sagitta,海洋浮游生物,2,carnivore,,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,Kirchenpaueriidae,3,4,0,Animalia,Chordata,Perciformes,Liparidae,Liparis,Liparis liparis,Liparis liparis,鲈形目,4,carnivore,,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,Mormonillidae,2,2,0,Animalia,Annelida,Haplotaxida,Naididae,Tubificoides,Tubificoides pseudogaster,Tubificoides pseudogaster,蚯蚓，主要以腐烂叶子为食,2,,,,,,benthos > macrobenthos,,,,8,22,,,,,,,,,,2.0 - 200 mm,12,13,,,,,,,,,,,,,,,,
800,Mesophyllaceae,1,#N/A,#N/A,Chromista,Ochrophyta,,,Orthosira,Orthosira marina,Orthosira marina,,1,photoautotroph,,,Algae,,plankton > phytoplankton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,Polycopidae,2,1,0,Chromista,Cryptophyta,Pyrenomonadales,Geminigeraceae,Plagioselmis,,Plagioselmis,色藻界,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,Harpacticidae,2,3,0,Animalia,Arthropoda,Decapoda,Paguridae,Pagurus,Pagurus prideaux,Pagurus prideaux,十足目,3,carnivore (based on Decapoda),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,Cylindropsyllidae,2,#N/A,#N/A,Chromista,Ochrophyta,,,Orthosira,Orthosira angulata,Orthosira angulata,,1,photoautotroph,,,Algae,,plankton > phytoplankton,plankton > phytoplankton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,Miliamminidae,2,1,0,Chromista,Ochrophyta,Dictyochales,Dictyochaceae,Dictyocha,Dictyocha fibula,Dictyocha fibula,,1,photoautotroph (based on Chrysophyceae),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,Tosaiidae,2,2,0,Animalia,Bryozoa,Cheilostomatida,Celleporidae,Cellepora,Cellepora pumicosa,Cellepora pumicosa,,2,suspension feeder (based on Cheilostomata),,,,,benthos,plankton > zooplankton,benthos > macrobenthos,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,Spirulinaceae,1,2,0,Animalia,Arthropoda,Onychopoda,Podonidae,Podon,,Podon,,2,suspension feeder, detritivore (based on Branchiopoda),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,Ceratobuliminidae,2,2,0,Chromista,Foraminifera,Rotaliida,Globigerinidae,Globorotaloides,Globorotaloides hexagonus,Globorotaloides hexagonus,,2,omnivore (based on Foraminifera),,,,,plankton > zooplankton,plankton > mesoplankton,,,0.2 - 2.0 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,Lafoeidae,3,1,0,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Lemmermanniella,,Lemmermanniella,,1,photoautotroph (based on Cyanobacteria),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,Ahnfeltiaceae,1,2,0,Animalia,Arthropoda,Amphipoda,Melitidae,Abludomelita,Abludomelita obtusata,Abludomelita obtusata,,2,omnivore (based on Malacostraca),,2.1,,,benthos > macrobenthos,,,,9,1,,,,,,,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,
810,Pinnotheridae,3,1,0,Chromista,Myzozoa,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa niei,Heterocapsa niei,,1,,,2.1,Algae,,plankton > phytoplankton,plankton > microplankton,mixoplankton > Constitutive Mixoplankton,,<0.2 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,Ophiopholidae,2,2,0,Animalia,Annelida,Terebellida,Terebellidae,Polycirrus,Polycirrus medusa,Polycirrus medusa,,2,detritivore (based on Polychaeta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,Gorgoniidae,2,#N/A,#N/A,Chromista,Ochrophyta,Bacillariales,,,,Bacillariales,,1,photoautotroph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,Scaridae,3,2,0,Chromista,Foraminifera,Textulariida,Eggerellidae,Eggerella,Eggerella bradyi,Eggerella bradyi,,2,detritivore (based on Textulariina),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,Cordylophoridae,3,2,0,Animalia,Echinodermata,Amphilepidida,Amphiuridae,Acrocnida,Acrocnida brachiata,Acrocnida brachiata,,2,detritivore, suspension feeder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,Stelligeridae,2,2,0,Animalia,Arthropoda,Isopoda,Cirolanidae,Eurydice,Eurydice pulchra,Eurydice pulchra,,2,omnivore (based on Malacostraca),,4.08,,,benthos > macrobenthos,,,,4,8,scavenger,predator,,,,,,,,6.5,0.65,0.8,1,2.0 - 200 mm,,,,,,,,,,,,,,
816,Cassigerinellidae,2,2,0,Animalia,Mollusca,Pectinida,Anomiidae,,,Anomiidae,,2,suspension feeder,,4.08,,,benthos,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,Cutleriaceae,1,2,0,Animalia,Mollusca,Venerida,Mactridae,Lutraria,Lutraria lutraria,Lutraria lutraria,,2,suspension feeder (based on Mactridae),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,Psammosphaeridae,2,1,0,Chromista,Ochrophyta,Biddulphiales,Biddulphiaceae,Biddulphia,Biddulphia rhombus,Biddulphia rhombus,,1,photoautotroph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,Dotidae,2,1,0,Plantae,,Alismatales,Zosteraceae,Zostera,Zostera subg. Zostera marina,Zostera subg. Zostera marina,,1,grazer (based on Pleurotomarioidea),,,,,benthos > epibenthos,benthos > phytobenthos,,,,,: unknown<\/small>,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,Ellipsoidinidae,2,1,0,Chromista,Ochrophyta,Lithodesmiales,Lithodesmiaceae,Pauliella,Pauliella taeniata,Pauliella taeniata,,1,photoautotroph,,,Algae,,plankton > phytoplankton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,Cornuspiridae,2,1,0,Plantae,,Halosphaerales,Pterospermataceae,Pterosperma,,Pterosperma,,1,photoautotroph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,Paraphronimidae,2,2,0,Animalia,Cnidaria,Actiniaria,Edwardsiidae,,,Edwardsiidae,,2,suspension feeder,,,,,benthos > macrobenthos,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,Cypridinidae,2,4,0,Animalia,Chordata,Esociformes,Esocidae,Esox,Esox lucius,Esox lucius,以轮虫、小型枝角类、桡足类等浮游动物为食,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,Plectofrondiculariidae,2,1,0,Plantae,,Plocamiales,Plocamiaceae,Plocamium,Plocamium cartilagineum,Plocamium cartilagineum,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,Coelogynoporidae,2,2,0,Animalia,Arthropoda,Amphipoda,Atylidae,Nototropis,Nototropis swammerdamei,Nototropis swammerdamei,,2,omnivore (based on Malacostraca),,,,,benthos > macrobenthos,,,,10,0.8,": ectoparasitic,",,,,,,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,
826,Hippocrepinidae,2,2,0,Animalia,Mollusca,,Thraciidae,Thracia,,Thracia,,2,suspension feeder (based on Thraciidae),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,Pandeidae,3,#N/A,#N/A,Bacteria,Cyanobacteria,,,,,Cyanobacteria,,1,photoautotroph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,Dorididae,2,2,0,Animalia,Priapulida,Priapulomorpha,Priapulidae,Priapulus,Priapulus caudatus,Priapulus caudatus,鳃曳动物门,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,Abylidae,3,2,0,Animalia,Annelida,Eunicida,Lumbrineridae,Lumbrineris,Lumbrineris latreilli,Lumbrineris latreilli,,2,detritivore (based on Polychaeta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,Rhopalonematidae,3,3,0,Animalia,Cnidaria,Leptothecata,Campanulariidae,,,Campanulariidae,水母,3,carnivore, suspension feeder (based on Hydroida),,,,benthos,plankton > zooplankton,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,Piscicolidae,2,2,0,Animalia,Annelida,Enchytraeida,Enchytraeidae,,,Enchytraeidae,环节动物门,2,,,,,,benthos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,Spinocalanidae,2,2,0,Chromista,Foraminifera,Polymorphinida,Ellipsolagenidae,Fissurina,,Fissurina,,2,deposit feeder (based on Lagenina),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,Akeridae,2,4,0,Animalia,Chordata,Carangiformes,Carangidae,Trachurus,Trachurus picturatus,Trachurus picturatus,大部份的种类主要捕食小鱼，亦有捕食软体动物或甲壳类者，或是以浮游无脊椎动物为食，像圆鲹属,4,carnivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,Rhabdonemataceae,1,2,0,Animalia,Bryozoa,Cheilostomatida,Bugulidae,Bicellariella,Bicellariella ciliata,Bicellariella ciliata,,2,suspension feeder (based on Cheilostomata),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,Myxillidae,2,2,0,Animalia,Annelida,Phyllodocida,Pholoidae,Pholoe,,Pholoe,叶须虫目,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,Tetraodontidae,4,2,0,Animalia,Annelida,Sabellida,Fabriciidae,Manayunkia,Manayunkia aestuarina,Manayunkia aestuarina,,2,detritivore (based on Polychaeta),,,,,benthos,plankton > zooplankton,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,Phasianellidae,2,2,0,Animalia,Sipuncula,Golfingiida,Golfingiidae,Nephasoma,Nephasoma (Nephasoma) minutum,Nephasoma (Nephasoma) minutum,,2,omnivore (based on Marsupialia),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,Siphogenerinoididae,2,2,0,Animalia,Annelida,Terebellida,Ampharetidae,Ampharete,,Ampharete,,2,detritivore (based on Polychaeta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,Atherinidae,2,2,0,Animalia,Annelida,Eunicida,Onuphidae,Aponuphis,Aponuphis bilineata,Aponuphis bilineata,,2,detritivore (based on Polychaeta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,Epsilonematidae,2,1,0,Chromista,Myzozoa,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium conicum,Protoperidinium conicum,囊泡藻界,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,Tonicellidae,2,2,0,Animalia,Mollusca,Mytilida,Mytilidae,Modiolus,Modiolus modiolus,Modiolus modiolus,,2,suspension feeder (based on Mytilidae),,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,Oculinidae,2,2,0,Animalia,Arthropoda,Balanomorpha,Balanidae,Balanus,,Balanus,,2,suspension feeder (based on Balanidae),,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,Thaerocytheridae,2,2,0,Animalia,Annelida,Spionida,Spionidae,Scolelepis,Scolelepis bonnieri,Scolelepis bonnieri,,2,detritivore,,,,,benthos > macrobenthos,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,Platyscelidae,2,#N/A,#N/A,Bacteria,Cyanobacteria,Oscillatoriales,,,,Oscillatoriales,蓝菌门,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,Torpedinidae,5,#N/A,#N/A,Chromista,Foraminifera,,,,,Foraminifera,色藻界,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,Hormosinidae,2,2,0,Animalia,Mollusca,Trochida,Trochidae,Steromphala,Steromphala cineraria,Steromphala cineraria,,2,grazer,,,,,benthos,,,,16,15,deposit feeder,grazer,": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": ectoparasitic,",": ectoparasitic,",,,,,,,,,,,,,,,,,,,
847,Phaeodactylaceae,1,2,0,Animalia,Mollusca,Lepidopleurida,Leptochitonidae,Leptochiton,Leptochiton cancellatus,Leptochiton cancellatus,,2,grazer (based on Polyplacophora),,,,,benthos,,,,9,,grazer,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,Corallimorphidae,3,2,0,Animalia,Arthropoda,Amphipoda,Atylidae,Nototropis,Nototropis falcatus,Nototropis falcatus,,2,omnivore (based on Malacostraca),,,,,benthos > macrobenthos,,,,7,1,,,,,,,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,
849,Anoplostomatidae,2,2,0,Animalia,Arthropoda,Amphipoda,Bathyporeiidae,Bathyporeia,Bathyporeia tenuipes,Bathyporeia tenuipes,,2,omnivore (based on Malacostraca),,2,,,benthos > macrobenthos,,,,6,1,,,,,,,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,
850,Aegialoalaimidae,2,1,0,Bacteria,Cyanobacteria,Synechococcales,Merismopediaceae,Merismopedia,Merismopedia warmingiana,Merismopedia warmingiana,,1,photoautotroph (based on Cyanobacteria),,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,Cassidae,3,2,0,Animalia,Annelida,Phyllodocida,Sigalionidae,Pisione,Pisione remota,Pisione remota,,2,detritivore (based on Polychaeta),,,,,benthos,plankton > zooplankton,,,15,1,,,,,,,,,,5.1,10,,,,,,,,,,,,,,,,,
852,Halacaridae,3,2,0,Chromista,Foraminifera,Rotaliida,Globoquadrinidae,Dentoglobigerina,Dentoglobigerina altispira,Dentoglobigerina altispira,,2,omnivore (based on Foraminifera),,,,,plankton > zooplankton,plankton > mesoplankton,,,0.2 - 2.0 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,Subeucalanidae,2,1,0,Chromista,Myzozoa,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium granii,Protoperidinium granii,,1,,,,Algae,,plankton > microplankton,plankton > zooplankton,,,<0.2 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,Flustrellidridae,2,2,0,Animalia,Bryozoa,Cheilostomatida,Microporellidae,Microporella,Microporella ciliata,Microporella ciliata,,2,suspension feeder (based on Cheilostomata),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,Lituolidae,2,2,0,Animalia,Rotifera,Ploima,Brachionidae,Keratella,Keratella quadrata,Keratella quadrata,游泳轮虫目,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,Benthesicymidae,4,2,0,Animalia,Arthropoda,Amphipoda,Oedicerotidae,Synchelidium,Synchelidium maculatum,Synchelidium maculatum,,2,omnivore (based on Malacostraca),,3.1,,,benthos > macrobenthos,,,,5,2.0 - 200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,Creseidae,2,#N/A,#N/A,Animalia,,,,,,Animalia,,3,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,Goniodorididae,3,#N/A,#N/A,Animalia,Chordata,Pelecaniformes,Phalacrocoracidae,Phalacrocorax,Phalacrocorax carbo,Phalacrocorax carbo,鹈形目,4,carnivore (based on Coelurosauria),,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,Guembelitriidae,2,2,0,Animalia,Annelida,Spionida,Spionidae,Streblospio,Streblospio benedicti,Streblospio benedicti,,2,detritivore,,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,Gammarellidae,2,3,0,Animalia,Arthropoda,Pantopoda,Ammotheidae,Achelia,Achelia echinata,Achelia echinata,海蜘蛛,3,carnivore (based on Pycnogonida),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,Pycnogonidae,3,2,0,Animalia,Arthropoda,Diptera,Chironomidae,Chironomus,,Chironomus,双翅目,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,Actinommidae,2,2,0,Chromista,Foraminifera,Rotaliida,Cibicididae,Cibicidoides,Cibicidoides mundulus,Cibicidoides mundulus,,2,omnivore (based on Foraminifera),,,,,benthos,benthos > meiobenthos,,,0.2 - 2.0 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,Lutjanidae,4,2,0,Animalia,Annelida,Phyllodocida,Phyllodocidae,Phyllodoce,Phyllodoce rosea,Phyllodoce rosea,,2,detritivore (based on Polychaeta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,Trichocercidae,2,2,0,Animalia,Mollusca,Cardiida,Cardiidae,Parvicardium,,Parvicardium,,2,suspension feeder (based on Cardiidae),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,Polyidaceae,1,1,0,Chromista,Ochrophyta,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,Coscinodiscus angustelineatus,Coscinodiscus angustelineatus,,1,,,,Algae,,benthos,plankton > phytoplankton,plankton > phytoplankton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,Rugoglobigerinidae,2,4,0,Animalia,Chordata,Eupercaria incertae sedis,Sparidae,Boops,Boops boops,Boops boops,主要以底栖甲壳动物、软体动物、棘皮动物或海藻为食，偶尔捕食小鱼。,4,carnivore (based on Perciformes),,,Pisces,,,,,,36,20,": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",,,,,,,,,,,,,,,,,,,
867,Sphaerococcaceae,1,1,0,Chromista,Myzozoa,Gymnodiniales,Gymnodiniaceae,Cochlodinium,,Cochlodinium,囊泡藻界,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,Smirnovipinidae,2,2,0,Animalia,Bryozoa,Cyclostomatida,Tubuliporidae,Tubulipora,,Tubulipora,,2,suspension feeder (based on Cyclostomata),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,Nuuanuidae,2,2,0,Animalia,Annelida,Phyllodocida,Nephtyidae,Nephtys,Nephtys assimilis,Nephtys assimilis,,2,detritivore (based on Polychaeta),,,,,benthos,plankton > zooplankton,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,Microcionidae,2,2,0,Animalia,Annelida,Sabellida,Serpulidae,Hydroides,Hydroides norvegica,Hydroides norvegica,,2,suspension feeder (based on Serpulimorpha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,Varunidae,3,2,0,Animalia,Arthropoda,Amphipoda,Ampeliscidae,Ampelisca,,Ampelisca,,2,omnivore (based on Malacostraca),,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,Neanuridae,2,2,0,Animalia,Annelida,,Capitellidae,Mediomastus,,Mediomastus,,2,detritivore (based on Polychaeta),,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,Poaceae,1,2,0,Animalia,Mollusca,Cardiida,Psammobiidae,Gari,Gari tellinella,Gari tellinella,,2,suspension feeder (based on Veneroidei),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,Talitridae,2,1,0,Chromista,Ochrophyta,Chaetocerotanae incertae sedis,Chaetocerotaceae,Bacteriastrum,,Bacteriastrum,,1,photoautotroph (based on Centrales),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,Coryphaenidae,5,2,0,Animalia,Arthropoda,Amphipoda,Aoridae,,,Aoridae,,2,omnivore (based on Malacostraca),,2,,,benthos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,Corellidae,2,1,0,Chromista,Ochrophyta,Fragilariales,Fragilariaceae,Asterionella,Asterionella kariana,Asterionella kariana,,1,photoautotroph,,2,Algae,,plankton > phytoplankton,plankton > phytoplankton,,,10,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,Rhabdonellidae,2,2,0,Chromista,Foraminifera,Rotaliida,Cassidulinidae,Cassidulina,Cassidulina reniforme,Cassidulina reniforme,,2,omnivore (based on Foraminifera),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,Sipunculidae,2,2,0,Animalia,Annelida,Phyllodocida,Phyllodocidae,Pseudomystides,Pseudomystides limbata,Pseudomystides limbata,,2,detritivore (based on Polychaeta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,Scolopacidae,4,2,0,Animalia,Arthropoda,Podocopida,Cytherideidae,Cyprideis,Cyprideis torosa,Cyprideis torosa,,2,detritivore, grazer (based on Podocopida),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,Corymorphidae,3,2,0,Animalia,Arthropoda,Amphipoda,Calliopiidae,Apherusa,Apherusa bispinosa,Apherusa bispinosa,,2,omnivore (based on Malacostraca),,2.1,,,benthos > macrobenthos,,,,7,6,,,,,,,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,
881,Petromyzontidae,5,2,0,Animalia,Mollusca,Limida,Limidae,Limatula,Limatula subauriculata,Limatula subauriculata,,2,suspension feeder,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,Closteriaceae,1,1,0,Plantae,,Ulvales,Ulvaceae,Ulva,Ulva intestinalis,Ulva intestinalis,,1,photoautotroph (based on Chlorophyta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,Leptocytheridae,2,2,0,Animalia,Arthropoda,Mysida,Mysidae,Mysis,Mysis relicta,Mysis relicta,,2,omnivore (based on Malacostraca),,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,Munnidae,2,#N/A,#N/A,Plantae,,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla,Micromonas pusilla,,1,photoautotroph,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,Tanaididae,2,2,0,Animalia,Annelida,Eunicida,Lumbrineridae,Lumbrineriopsis,Lumbrineriopsis paradoxa,Lumbrineriopsis paradoxa,,2,detritivore (based on Polychaeta),,,,,benthos,plankton > zooplankton,,,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,Serrivomeridae,4,4,-1,Animalia,Chordata,Chimaeriformes,Chimaeridae,Chimaera,Chimaera monstrosa,Chimaera monstrosa,银鲛目,5,carnivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,Parazoanthidae,3,1,0,Chromista,Ochrophyta,Rhizosoleniales,Rhizosoleniaceae,Guinardia,,Guinardia,,1,photoautotroph (based on Centrales),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,Undellidae,2,2,0,Animalia,Arthropoda,Cyclopoida,Corycaeidae,Corycaeus,,Corycaeus,水蚤,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,Rhabdodemaniidae,2,1,0,Chromista,Ochrophyta,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,Rhizosolenia styliformis,Rhizosolenia styliformis,色藻界,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,Bathylagidae,4,2,0,Animalia,Nemertea,Heteronemertea,Lineidae,Cerebratulus,,Cerebratulus,纽形动物门，以微生物及有机物为食,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,Synuraceae,1,2,0,Animalia,Annelida,Spionida,Spionidae,Spio,Spio armata,Spio armata,,2,detritivore,,,,,benthos,plankton > zooplankton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,Codonosigaceae,2,2,0,Animalia,Mollusca,Lucinida,Lucinidae,Lucinoma,Lucinoma borealis,Lucinoma borealis,,2,chemosymbiotic,,,,,benthos,,,,4,5,: endoparasitic<\/small>,,,,,,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,
893,Phosichthyidae,3,3,0,Animalia,Arthropoda,Decapoda,Polybiidae,Liocarcinus,Liocarcinus pusillus,Liocarcinus pusillus,十足目,3,carnivore (based on Decapoda),,3.46,,,benthos,plankton > zooplankton,benthos > macrobenthos,,10,23,": parasitic,",,,,,,,,,2.3,2.0 - 200 mm,,,,,,,,,,,,,,,,,
894,Raphitomidae,3,2,0,Animalia,Mollusca,Mytilida,Mytilidae,,,Mytilidae,,2,suspension feeder,,3.46,,,benthos,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
